pk,uid,name,locName_en,accountType,active,orderBlock,sfdcServiceLayer,addresses
8800535314437,0000061260,IFL GROUP INC,IFL GROUP INC,,true,true,,8800502087703
8800578699269,0000061261,DO NOT USE RICHARD HODGKINSON,DO NOT USE RICHARD HODGKINSON,Owner/Operator,true,true,Refer to Network,8800545669143
8801121894405,0000061262,BRITISH AIRWAYS PLC,BRITISH AIRWAYS PLC,Commercial Airline,true,false,Superior,8801088733207
8797761732613,0000061263,BRITISH AIRWAYS,BRITISH AIRWAYS,,true,false,,8797728800791
8798974476293,0000061264,BRITISH AIRWAYS PLC,BRITISH AIRWAYS PLC,,true,true,,8798941446167
8796204302341,0000061265,DO NOT USE SADOC LTD,DO NOT USE SADOC LTD,Owner/Operator,true,true,Standard,8796171173911
8799635177477,0000061266,SHANGHAI AIRLINES CARGO INTL CO LTD,SHANGHAI AIRLINES CARGO INTL CO LTD,,true,true,,8799602049047
8800793395205,0000061267,SINGAPORE AIRLINES LTD,SINGAPORE AIRLINES LTD,,true,false,,8800760528919
8797622501381,0000061268,SINGAPORE AIRLINES CARGO PTE LTD,SINGAPORE AIRLINES CARGO PTE LTD,,true,true,,8797589372951
8798613241861,0000061269,Execujet DHL 963438186,Execujet DHL 963438186,,true,false,,8798580342807
8796543516677,0000061271,FALCONWOOD CORP,FALCONWOOD CORP,Product/Service Provider,true,false,Standard,8796510421015
8797176037381,0000061272,ATRIUM MEDICAL CENTER,ATRIUM MEDICAL CENTER,,true,true,,8797143138327
8797251960837,0000061273,PREMIER FEDEX 045413926,PREMIER FEDEX 045413926,,true,false,,8797218734103
8800413548549,0000061274,ART AVIA LLC,ART AVIA LLC,Product/Service Provider,true,true,Refer to Network,8800380289047
8799103746053,0000061275,S&S SEEDS INC,S&S SEEDS INC,Product/Service Provider,true,false,Refer to Network,8799070715927
8798284775429,0000061276,CHINA EASTERN AIRLINES JIANG-SU,CHINA EASTERN AIRLINES JIANG-SU,,true,true,,8798251974679
8800971948037,0000061277,JSSI FEDEX 629992847,JSSI FEDEX 629992847,,true,false,,8800938819607
8798962745349,0000061281,CHINA EASTERN AIRLINES WUHAN CO,CHINA EASTERN AIRLINES WUHAN CO,,true,true,,8798929747991
8796769026053,0000061282,CHINA SOUTHERN AIRLINES,CHINA SOUTHERN AIRLINES,,true,true,,8796736651287
8796289761285,0000061283,CHINA SOUTHERN AIRLINES,CHINA SOUTHERN AIRLINES,,true,true,,8796256960535
8797437329413,0000061284,CHINA SOUTHERN AIRLINES CO LTD,CHINA SOUTHERN AIRLINES CO LTD,,true,true,,8797404266519
8800464109573,0000061285,SHENYANG SOUTHERN AIRLINES,SHENYANG SOUTHERN AIRLINES,,true,true,,8800431046679
8799599460357,0000061286,ASAP SEMI UPS 9V16V3,ASAP SEMI UPS 9V16V3,,true,false,,8799566266391
8797885399045,0000061287,DO NOT USE PB FASTENERS,DO NOT USE PB FASTENERS,Product/Service Provider,true,true,Refer to Network,8797852434455
8799506333701,0000061288,ENVOY AIR INC,ENVOY AIR INC,,true,false,,8799473303575
8799787614213,0000061289,ENVOY AIR INC,ENVOY AIR INC,,true,true,,8799754649623
8797826547717,0000061290,ENVOY AIR INC,ENVOY AIR INC,,true,true,,8797793452055
8796401467397,0000061291,BOEING CO,BOEING CO,,true,false,,8796368764951
8800172015621,0000061293,SHELTAIR,SHELTAIR,,true,true,,8800139378711
8801236353029,0000061294,AMERIANA AVIATION,AMERIANA AVIATION,Owner/Operator,true,false,Refer to Network,8801203290135
8796577300485,0000061295,GENERAL FEDEX 145247373,GENERAL FEDEX 145247373,,true,false,,8796544172055
8798104846341,0000061296,CHINA SOUTHERN AIRLINE CO LTD,CHINA SOUTHERN AIRLINE CO LTD,,true,false,,8798071980055
8798962712581,0000061297,ZHU HAI AIRLINES,ZHU HAI AIRLINES,,true,true,,8798929682455
8800464011269,0000061298,CONTINENTAL AIRLINES,CONTINENTAL AIRLINES,,true,true,,8800430751767
8798440161285,0000061299,UNITED AIRLINES,UNITED AIRLINES,,true,false,,8798407294999
8797095526405,0000061300,CONTINENTAL AIRLINES,CONTINENTAL AIRLINES,,true,true,,8797062496279
8796640182277,0000061301,UNITED AIRLINES INC,UNITED AIRLINES INC,,true,false,,8796607250455
8797296459781,0000061302,COPA AIRLINES,COPA AIRLINES,,true,true,,8797263233047
8797826678789,0000061303,DELTA AIRLINES ATL AIRCRAFT MAINTEN,DELTA AIRLINES ATL AIRCRAFT MAINTEN,,true,false,,8797793484823
8797950410757,0000061304,APOLLO  UPS R16241,APOLLO  UPS R16241,,true,false,,8797917151255
8801262141445,0000061305,DO NOT USE FLIGHTSAFE FEDEX,DO NOT USE FLIGHTSAFE FEDEX,,true,true,,8801228849175
8796284354565,0000061306,GARUDA MAINT FACILITY AERO ASIA,GARUDA MAINT FACILITY AERO ASIA,,true,true,,8796251717655
8797958111237,0000061307,GARUDA MAINT FACILITY,GARUDA MAINT FACILITY,,true,false,,8797925244951
8796925165573,0000061308,DALLAS DHL 954235945,DALLAS DHL 954235945,,true,false,,8796892954647
8798596464645,0000061309,NORCA TEC UPS 35961X,NORCA TEC UPS 35961X,,true,false,,8798563205143
8801287831557,0000061310,AIRCRAFTER FEDEX 129212721,AIRCRAFTER FEDEX 129212721,,true,false,,8801254768663
8797092937733,0000061311,ATS AVIATION TECHNIK SAAR GMBH,ATS AVIATION TECHNIK SAAR GMBH,Product/Service Provider,true,false,Standard,8797059874839
8800457949189,0000061312,AIR CANADA,AIR CANADA,,true,true,,8800424984599
8796761948165,0000061313,AIR CANADA,AIR CANADA,,true,true,,8796729049111
8799609061381,0000061314,BAYKAR DHL 953285387,BAYKAR DHL 953285387,,true,false,,8799575801879
8800850542597,0000061315,AIR CANADA,AIR CANADA,,true,true,,8800817250327
8801133461509,0000061316,KOREAN AIRLINES,KOREAN AIRLINES,,true,false,,8801100103703
8801256374277,0000061317,DO NOT USE AVTECH FEDEX 4634400662,DO NOT USE AVTECH FEDEX 4634400662,,true,true,,8801223114775
8800239288325,0000061318,DO NOT USE ALL POINTS LOGISTICS INC,DO NOT USE ALL POINTS LOGISTICS INC,Product/Service Provider,true,true,Refer to Network,8800206094359
8797252124677,0000061319,ALL POINTS FEDEX 424981745,ALL POINTS FEDEX 424981745,,true,false,,8797218799639
8799840206853,0000061320,ALL POINTS LOGISTICS INC,ALL POINTS LOGISTICS INC,,true,true,,8799807078423
8797760651269,0000061321,DO NOT USE BUSINESS ALLIANCE SRO,DO NOT USE BUSINESS ALLIANCE SRO,Product/Service Provider,true,true,Refer to Network,8797727588375
8799263522821,0000061322,BUSINESS TNT 105075,BUSINESS TNT 105075,,true,false,,8799230394391
8799882739717,0000061323,DO NOT USE LB AIRCRAFT ENGINEERING,DO NOT USE LB AIRCRAFT ENGINEERING,Product/Service Provider,true,true,Refer to Network,8799849807895
8800266911749,0000061324,LB UPS WF6137,LB UPS WF6137,,true,false,,8800233848855
8796926214149,0000061325,STARBOW TNT 1076,STARBOW TNT 1076,,true,false,,8796893184023
8797220536325,0000061326,TIBURON AVIATION II LLC,TIBURON AVIATION II LLC,Product/Service Provider,true,false,Refer to Network,8797187637271
8800312459269,0000061327,THALES ALENIA SPACE UK LTD DO NOT U,THALES ALENIA SPACE UK LTD DO NOT U,,true,true,,8800279232535
8798631395333,0000061328,COMANDANCIA DE LA AVIACION NAVAL,COMANDANCIA DE LA AVIACION NAVAL,,true,true,,8798598266903
8799569215493,0000061329,SUNBELT FINANCE LLC,SUNBELT FINANCE LLC,Owner/Operator,true,false,Standard,8799535955991
8799171837957,0000061330,ENCORE SB AVIATION LLC,ENCORE SB AVIATION LLC,,true,true,,8799138512919
8801016676357,0000061331,GULFSTREAM AEROSPACE CORP,GULFSTREAM AEROSPACE CORP,,true,false,,8800983351319
8798056120325,0000061332,M AND P TRADING INC,M AND P TRADING INC,,true,false,,8798023122967
8798375116805,0000061333,SUZHOU LINKTRON SYSTEMS CO LTD,SUZHOU LINKTRON SYSTEMS CO LTD,,true,false,,8798342021143
8800010371077,0000061334,LANZHOU RICH GOLDEN TEST AND CONTRO,LANZHOU RICH GOLDEN TEST AND CONTRO,,true,false,,8799977242647
8798711545861,0000061335,QUEST DYNAMIC INDUSTRIES SDN BHD,QUEST DYNAMIC INDUSTRIES SDN BHD,,true,false,,8798678515735
8798157111301,0000061336,DO NOT USE,DO NOT USE,,true,true,,8798124179479
8801451245573,0000061337,DO NOT USE NORTH SCOUT AVIATION INC,DO NOT USE NORTH SCOUT AVIATION INC,Product/Service Provider,true,true,Standard,8801418084375
8796752871429,0000061338,FOX VALLEY TECHNICAL COLLEGE,FOX VALLEY TECHNICAL COLLEGE,,true,true,,8796720005143
8797256646661,0000061339,CARGOLUX A DHL 961010045,CARGOLUX A DHL 961010045,,true,false,,8797223813143
8798164287493,0000061341,SOUTHWEST AIRLINES CO,SOUTHWEST AIRLINES CO,,true,false,,8798131388439
8801469005829,0000061342,SOUTHWEST AIRLINES CO,SOUTHWEST AIRLINES CO,,true,false,,8801435713559
8796193128453,0000061344,DO NOT USE HORIZON AIR CHARTERS LLC,DO NOT USE HORIZON AIR CHARTERS LLC,Owner/Operator,true,true,Refer to Network,8796160426007
8799071404037,0000061345,SAUDI AIRLINES ROYAL FLEET,SAUDI AIRLINES ROYAL FLEET,Product/Service Provider,true,false,Superior,8799038537751
8797990977541,0000061346,ADVANTAGE EDM INC,ADVANTAGE EDM INC,,true,false,,8797957914647
8796371222533,0000061347,COOLEY WIRE PRODUCTS,COOLEY WIRE PRODUCTS,,true,false,,8796338356247
8798049402885,0000061348,CHILLERS INC,CHILLERS INC,,true,false,,8798016339991
8797711073285,0000061349,SHANGHAI MCKINTEY GROUP INC CO,SHANGHAI MCKINTEY GROUP INC CO,,true,false,,8797678043159
8799337676805,0000061350,NORTH WEST HANDLING SYSTEMS INC,NORTH WEST HANDLING SYSTEMS INC,,true,false,,8799304482839
8798773936133,0000061351,SAUDI ARABIAN AIRLINES ROYAL FLEET,SAUDI ARABIAN AIRLINES ROYAL FLEET,,true,false,,8798740971543
8801130741765,0000061352,AVIALL SERVICES INC,AVIALL SERVICES INC,,true,true,,8801097547799
8801462059013,0000061353,HONEYWELL INTL INC,HONEYWELL INTL INC,,true,false,,8801428832279
8800944848901,0000061354,ALTIMA UPS 3449E6,ALTIMA UPS 3449E6,,true,false,,8800911753239
8799188221957,0000061355,PREMIER HEALTH PARTNERS,PREMIER HEALTH PARTNERS,,true,true,,8799155224599
8799524093957,0000061356,GOOD SAMARITAN HOSPITAL,GOOD SAMARITAN HOSPITAL,,true,true,,8799490867223
8796162260997,0000061357,UPPER VALLEY MEDICAL CENTER,UPPER VALLEY MEDICAL CENTER,,true,true,,8796129394711
8796896034821,0000061358,DO NOT USE ATR DHL 150190,DO NOT USE ATR DHL 150190,,true,true,,8796863037463
8801282129925,0000061359,AERO PREC UPS 3073495,AERO PREC UPS 3073495,,true,false,,8801248870423
8800582696965,0000061360,JOHN DAHLBERG,JOHN DAHLBERG,Owner/Operator,true,false,Standard,8800549339159
8799668142085,0000061361,FASTMED URGENT CARE PC,FASTMED URGENT CARE PC,,true,false,,8799635177495
8801399078917,0000061362,PREFERRED AIRPARTS LLC,PREFERRED AIRPARTS LLC,,true,false,,8801365786647
8800682999813,0000061363,STREDNI PRUMYSLOVA SKOLA STROJNICKA,STREDNI PRUMYSLOVA SKOLA STROJNICKA,,true,false,,8800650067991
8796324986885,0000061364,GILDARDO,GILDARDO,,true,false,,8796292087831
8801077002245,0000061365,PRIVATE LINK,PRIVATE LINK,,true,false,,8801043841047
8796971073541,0000061366,MITSUBISHI HITACHI POWER SYSTEMS,MITSUBISHI HITACHI POWER SYSTEMS,,true,false,,8796938240023
8799780077573,0000061367,EGYPTIAN ARMY,EGYPTIAN ARMY,,true,true,,8799746883607
8798589386757,0000061368,MERLINHAWK UPS 041142902,MERLINHAWK UPS 041142902,,true,false,,8798556356631
8798099996677,0000061369,ALBINATI AVIATION LTD,ALBINATI AVIATION LTD,Product/Service Provider,true,false,Standard,8798067097623
8796889153541,0000061370,VENDOME INVESTMENTS,VENDOME INVESTMENTS,Product/Service Provider,true,false,Refer to Network,8796856221719
8798210359301,0000061371,CSI MEDICAL INC,CSI MEDICAL INC,Owner/Operator,true,false,Standard,8798177394711
8796550103045,0000061372,DIRECT JET CHARTER,DIRECT JET CHARTER,Owner/Operator,true,false,Refer to Network,8796516778007
8800108511237,0000061373,MCCOLEE PARTNERS LLC,MCCOLEE PARTNERS LLC,Product/Service Provider,true,false,Refer to Network,8800075251735
8800912965637,0000061374,SN 1088 LLC,SN 1088 LLC,Product/Service Provider,true,false,Refer to Network,8800879902743
8798891147269,0000061375,DO NOT USE FROST BANK,DO NOT USE FROST BANK,Product/Service Provider,true,true,Refer to Network,8798858051607
8797156147205,0000061376,WORLD ATLANTIC AIRLINES DO NOT USE,WORLD ATLANTIC AIRLINES DO NOT USE,,true,true,,8797123051543
8797926195205,0000061377,INFLITE FEDEX 268131167,INFLITE FEDEX 268131167,,true,false,,8797893361687
8798933581829,0000061378,ACRON DHL 954363741,ACRON DHL 954363741,,true,false,,8798900518935
8799268929541,0000061381,GE AVIATIO UPS 326926,GE AVIATIO UPS 326926,,true,false,,8799236161559
8799599624197,0000061382,CONSTANT FEDEX 256318849,CONSTANT FEDEX 256318849,,true,false,,8799566594071
8799310315525,0000061383,RUBIO LTD,RUBIO LTD,,true,true,,8799277121559
8800796409861,0000061384,ALFA KARA HAVA VE,ALFA KARA HAVA VE,,true,false,,8800763248663
8801279705093,0000061385,AIRBUS FEDEX 347361780,AIRBUS FEDEX 347361780,,true,false,,8801246511127
8796540534789,0000061386,PRODUCTOS ROLMEX SA DE CV,PRODUCTOS ROLMEX SA DE CV,Owner/Operator,true,false,Standard,8796507602967
8800238534661,0000061387,WILLEM PIENAAR TRUST,WILLEM PIENAAR TRUST,Owner/Operator,true,false,Refer to Network,8800205406231
8797752983557,0000061388,ACS INTL SALES LLC,ACS INTL SALES LLC,Owner/Operator,true,false,Standard,8797719855127
8796550266885,0000061389,MARC BURKI,MARC BURKI,Product/Service Provider,true,false,Refer to Network,8796517400599
8798558257157,0000061391,PACIFIC AVIATION HOLDINGS,PACIFIC AVIATION HOLDINGS,Product/Service Provider,true,false,Standard,8798525128727
8800612024325,0000061392,SUMMIT AIR FEDEX 225577617,SUMMIT AIR FEDEX 225577617,,true,false,,8800578797591
8800575160325,0000061393,DO NOT USE SAMYAK SOLUTIONS INC,DO NOT USE SAMYAK SOLUTIONS INC,Product/Service Provider,true,true,Refer to Network,8800542097431
8799600640005,0000061394,L3 COMM FEDEX 221928474,L3 COMM FEDEX 221928474,,true,false,,8799567806487
8800303513605,0000061395,L3 COMM FEDEX 186921380,L3 COMM FEDEX 186921380,,true,false,,8800270417943
8801398882309,0000061396,PCX INC,PCX INC,,true,false,,8801365819415
8799675449349,0000061397,DOWNEY AVIATION SERVICES,DOWNEY AVIATION SERVICES,,true,false,,8799642288151
8800739753989,0000061398,UNIVERSITY OF NORTH CAROLINA WILMIN,UNIVERSITY OF NORTH CAROLINA WILMIN,,true,false,,8800706396183
8801350844421,0000061399,DAES SERVICES LLC,DAES SERVICES LLC,,true,false,,8801317715991
8798328455173,0000061400,VOXEL8 INC,VOXEL8 INC,,true,false,,8798295392279
8799221776389,0000061401,DO NOT USE UNIFIED BUSINESS,DO NOT USE UNIFIED BUSINESS,Product/Service Provider,true,true,Refer to Network,8799188647959
8800470499333,0000061402,DO NOT USE TRANSPORTACIONES Y,DO NOT USE TRANSPORTACIONES Y,Owner/Operator,true,true,Standard,8800437403671
8797437362181,0000061403,TRANSPORTACIONES Y SERVICIOS AEREOS,TRANSPORTACIONES Y SERVICIOS AEREOS,,true,true,,8797404135447
8799504171013,0000061404,EMPIRE AIRLINES,EMPIRE AIRLINES,,true,false,,8799471075351
8799230427141,0000061405,DO NOT USE EXILLON ENERGY PLC,DO NOT USE EXILLON ENERGY PLC,Product/Service Provider,true,true,Refer to Network,8799197397015
8798781571077,0000061406,DAYTON DIVISION,DAYTON DIVISION,,true,false,,8798748606487
8798943903749,0000061407,CESSNA DHL 962583610,CESSNA DHL 962583610,,true,false,,8798910644247
8796289859589,0000061408,AIR INDIA LTD,AIR INDIA LTD,,true,true,,8796257189911
8797494411269,0000061409,PETROLEUM HELICOPTERS INC,PETROLEUM HELICOPTERS INC,,true,true,,8797461479447
8797552050181,0000061416,MEGAJET FLIGHT SERVICE LTD,MEGAJET FLIGHT SERVICE LTD,Product/Service Provider,true,false,Refer to Network,8797519052823
8799902072837,0000061417,DO NOT USE SAFIR DOO,DO NOT USE SAFIR DOO,Product/Service Provider,true,true,Refer to Network,8799868878871
8800906051589,0000061418,415 NG LLC,415 NG LLC,Owner/Operator,true,false,Standard,8800872824855
8797549035525,0000061419,PARAMOUNT AVIATION LTD,PARAMOUNT AVIATION LTD,Product/Service Provider,true,false,Refer to Network,8797515841559
8796614295557,0000061420,KK AVIATION LTD,KK AVIATION LTD,,true,true,,8796581265431
8796364603397,0000061421,4D PIPELINE,4D PIPELINE,,true,false,,8796331704343
8797319692293,0000061422,HALLFIELD CONTROLS INC,HALLFIELD CONTROLS INC,,true,false,,8797286596631
8798051893253,0000061423,JORGENSEN CONVEYORS INC,JORGENSEN CONVEYORS INC,,true,false,,8798018863127
8800410992645,0000061424,CHIP 1 EXCHANGE USA INC,CHIP 1 EXCHANGE USA INC,,true,false,,8800377798679
8798719377413,0000061425,APPAREO SYSTEMS LLC,APPAREO SYSTEMS LLC,,true,false,,8798686380055
8799887982597,0000061426,AMS JETS LLC,AMS JETS LLC,Owner/Operator,true,false,Standard,8799854919703
8800436191237,0000061428,CJ KOREA EXPRESS USA CORP,CJ KOREA EXPRESS USA CORP,,true,true,,8800402931735
8799892766725,0000061429,DO NOT USE NOREAST AVIATION,DO NOT USE NOREAST AVIATION,Product/Service Provider,true,true,Refer to Network,8799859638295
8800984104965,0000061430,DREAMJET B757 MSN 29307 F HCIE,DREAMJET B757 MSN 29307 F HCIE,,true,true,,8800951009303
8797084581893,0000061431,SONNIG INTL PRIVATE JET,SONNIG INTL PRIVATE JET,Owner/Operator,true,false,Standard,8797051551767
8797158539269,0000061432,ALLEGIANT AIR LLC,ALLEGIANT AIR LLC,,true,false,,8797125640215
8800575651845,0000061433,DO NOT USE CAMELOT SI LEASING LLC,DO NOT USE CAMELOT SI LEASING LLC,Product/Service Provider,true,true,Standard,8800542752791
8797883924485,0000061434,DO NOT USE NORTHSIDE ENTERPRISES,DO NOT USE NORTHSIDE ENTERPRISES,Owner/Operator,true,true,Standard,8797851123735
8799230787589,0000061435,BFDM AIRCRAFT LLC,BFDM AIRCRAFT LLC,Product/Service Provider,true,false,Refer to Network,8799197790231
8796207316997,0000061436,DO NOT USE GTWIY LTD,DO NOT USE GTWIY LTD,Product/Service Provider,true,true,Refer to Network,8796174286871
8797552017413,0000061437,DO NOT USE MAGNA TECHNOLOGIES INC,DO NOT USE MAGNA TECHNOLOGIES INC,Product/Service Provider,true,true,Refer to Network,8797519314967
8798905565189,0000061438,DO NOT USE MAGNA  FEDEX 21285835,DO NOT USE MAGNA  FEDEX 21285835,,true,true,,8798872666135
8800664813573,0000061439,AMIRI FLIGHT SUPPORT QR AP,AMIRI FLIGHT SUPPORT QR AP,,true,true,,8800632242199
8796913074181,0000061440,WIPAIRE FEDEX 153213976,WIPAIRE FEDEX 153213976,,true,false,,8796879978519
8797916463109,0000061441,SAFRAN UPS W6509X,SAFRAN UPS W6509X,,true,false,,8797883596823
8798257381381,0000061442,CORPORATE UPS 38X766,CORPORATE UPS 38X766,,true,false,,8798224023575
8798258167813,0000061443,NEDAERO UPS 224708,NEDAERO UPS 224708,,true,false,,8798225039383
8799944409093,0000061444,BRISTOW US,BRISTOW US,,true,false,,8799911313431
8799944441861,0000061445,DO NOT USE,DO NOT USE,,true,true,,8799911477271
8797897326597,0000061446,DO NOT USE,DO NOT USE,,true,true,,8797864198167
8799276072965,0000061447,BELL FEDEX 103512140,BELL FEDEX 103512140,,true,false,,8799242977303
8798971330565,0000061448,OLYMPIA RIG ANGOLA LDA,OLYMPIA RIG ANGOLA LDA,,true,true,,8798938202135
8797962338309,0000061449,ELECTRABEL SA,ELECTRABEL SA,,true,true,,8797929242647
8801179303941,0000061451,JM TEST SYSTEMS INC,JM TEST SYSTEMS INC,,true,false,,8801146142743
8796817588229,0000061452,AIR METHODS,AIR METHODS,,true,true,,8796784689175
8800194854917,0000061453,ALROSA AIR CO LTD,ALROSA AIR CO LTD,,true,true,,8800161693719
8796874604549,0000061456,11 AIR SERVICES,11 AIR SERVICES,Owner/Operator,true,false,Standard,8796841672727
8800511590405,0000061457,CHAUTAUQUA AIRLINES,CHAUTAUQUA AIRLINES,,true,true,,8800478330903
8797152411653,0000061458,SHUTTLE AMERICA,SHUTTLE AMERICA,,true,true,,8797119184919
8798851891205,0000061459,FALCON 128 AIR CORP,FALCON 128 AIR CORP,,true,true,,8798818861079
8798898028549,0000061460,VIKING AIRLINE LLC,VIKING AIRLINE LLC,Product/Service Provider,true,false,Standard,8798864965655
8798932598789,0000061461,GLOBAL FEDEX 346686103,GLOBAL FEDEX 346686103,,true,false,,8798899798039
8797590224901,0000061462,XIAMEN FEDEX 119012074,XIAMEN FEDEX 119012074,,true,false,,8797557260311
8801310867461,0000061463,JETSET DHL 964255799,JETSET DHL 964255799,,true,false,,8801277444119
8798723571717,0000061466,EPOLAR SYSTEM ENTERPRISES PTE LTD,EPOLAR SYSTEM ENTERPRISES PTE LTD,,true,false,,8798690639895
8799007211525,0000061467,AFD CONTRACT FURNITURE OF PR,AFD CONTRACT FURNITURE OF PR,,true,false,,8798974083095
8801347862533,0000061468,TERADATA OPERATIONS INC,TERADATA OPERATIONS INC,,true,false,,8801315291159
8796657975301,0000061469,NATIONAL BUILDER SUPPLY,NATIONAL BUILDER SUPPLY,,true,false,,8796625010711
8797038247941,0000061470,SHANGHAI SIYA DETECTION INSTRUMENTS,SHANGHAI SIYA DETECTION INSTRUMENTS,,true,false,,8797005316119
8800605700101,0000061471,FOX VALLEY FEDEX 849464469,FOX VALLEY FEDEX 849464469,,true,false,,8800572604439
8799935299589,0000061472,UNITOP DHL 956734659,UNITOP DHL 956734659,,true,false,,8799902138391
8798935285765,0000061476,BA CITYFLY FEDEX 123927575,BA CITYFLY FEDEX 123927575,,true,false,,8798902321175
8797592092677,0000061477,X AIR FEDEX 128546553,X AIR FEDEX 128546553,,true,false,,8797559160855
8797592125445,0000061478,SUN UPS V2F584,SUN UPS V2F584,,true,false,,8797559029783
8798934761477,0000061479,CENTURY UPSSCS 544104771,CENTURY UPSSCS 544104771,,true,false,,8798901698583
8797246947333,0000061480,GEORGIA UPS 380344,GEORGIA UPS 380344,,true,false,,8797214048279
8799503384581,0000061481,N3 TRANSPORTATION LLC,N3 TRANSPORTATION LLC,,true,false,,8799470157847
8798879842309,0000061482,AERO GCU SA DE CV,AERO GCU SA DE CV,Product/Service Provider,true,false,Refer to Network,8798847336471
8800173719557,0000061483,VALERO REFINING CO CA,VALERO REFINING CO CA,,true,false,,8800140525591
8797915283461,0000061484,UK FEDEX 356095634,UK FEDEX 356095634,,true,false,,8797882253335
8801248804869,0000061486,BOLT LEASING LLC,BOLT LEASING LLC,Owner/Operator,true,false,Refer to Network,8801215643671
8796208463877,0000061487,PRECISION AIRCRAFT MANAGEMENT,PRECISION AIRCRAFT MANAGEMENT,Owner/Operator,true,false,Standard,8796175597591
8799570067461,0000061488,DO NOT USE CUSTOM CABLE SOLUTIONS,DO NOT USE CUSTOM CABLE SOLUTIONS,Product/Service Provider,true,true,Refer to Network,8799536775191
8799934119941,0000061489,ARIES UPS 9V16V3,ARIES UPS 9V16V3,,true,false,,8799900729367
8798923751429,0000061490,LUFTHANSA FEDEX 191516850,LUFTHANSA FEDEX 191516850,,true,false,,8798890721303
8797928292357,0000061491,TRANS DHL 963425229,TRANS DHL 963425229,,true,false,,8797895196695
8799278235653,0000061492,SKYWAYS DHL 956215787,SKYWAYS DHL 956215787,,true,false,,8799245008919
8797590945797,0000061493,ST DHL 951361056,ST DHL 951361056,,true,false,,8797557948439
8799945064453,0000061494,SUPERJET DHL 956499183,SUPERJET DHL 956499183,,true,false,,8799912001559
8798597414917,0000061495,XS DHL 187141008 DO NOT USE,XS DHL 187141008 DO NOT USE,,true,false,,8798564155415
8797889822725,0000061496,CORPORATE FLIGHT MANAGEMENT LLC,CORPORATE FLIGHT MANAGEMENT LLC,Owner/Operator,true,false,Standard,8797856792599
8799840141317,0000061497,LOCKHEED MARTIN MST,LOCKHEED MARTIN MST,,true,true,,8799807045655
8799933136901,0000061498,COMPONENT UPS Y3810V,COMPONENT UPS Y3810V,,true,false,,8799900139543
8800334872581,0000061499,HOOVER PRECISION PRODUCTS INC,HOOVER PRECISION PRODUCTS INC,,true,false,,8800301842455
8796260368389,0000061500,BOMBARDIER FEDEX 393320648,BOMBARDIER FEDEX 393320648,,true,false,,8796227567639
8799608242181,0000061501,XS AVIATION DHL 187141008,XS AVIATION DHL 187141008,,true,false,,8799574949911
8798934401029,0000061502,CAE INC FEDEX 371390200,CAE INC FEDEX 371390200,,true,false,,8798901370903
8799516360709,0000061503,MROTC,MROTC,,true,true,,8799483068439
8798259970053,0000061504,NORTHEAST UPS 035050,NORTHEAST UPS 035050,,true,false,,8798226972695
8800253378565,0000061505,DO NOT USE,DO NOT USE,,true,true,,8800220250135
8799678496773,0000061506,US COURIER INC,US COURIER INC,,true,false,,8799645433879
8797965647877,0000061507,EXCEL AIRFREIGHT LTD,EXCEL AIRFREIGHT LTD,,true,false,,8797932617751
8798954029061,0000061508,NCR FedEx 119933803,NCR FedEx 119933803,,true,false,,8798920704023
8797256515589,0000061509,KING AERO FEDEX 633543488,KING AERO FEDEX 633543488,,true,false,,8797223878679
8801284096005,0000061510,ASTUTE DHL 133985850,ASTUTE DHL 133985850,,true,false,,8801250770967
8799892078597,0000061511,DO NOT USE CPACINC COM,DO NOT USE CPACINC COM,Product/Service Provider,true,true,Refer to Network,8799859015703
8799267028997,0000061512,CPACINC FEDEX 246132500,CPACINC FEDEX 246132500,,true,false,,8799233966103
8800589611013,0000061514,DO NOT USE AIRBRIDGE FEDEX529367724,DO NOT USE AIRBRIDGE FEDEX529367724,,true,true,,8800556449815
8797213982725,0000061515,DO NOT USE TREEHOUSE FOODS INC,DO NOT USE TREEHOUSE FOODS INC,Product/Service Provider,true,true,Refer to Network,8797180919831
8797998350341,0000061516,J M CHOLIN CONSULTANTS,J M CHOLIN CONSULTANTS,,true,false,,8797965385751
8799064588293,0000061517,FRENTECH AEROSPACE SRO,FRENTECH AEROSPACE SRO,,true,false,,8799031590935
8800686374917,0000061518,ARIZONA VIRTUAL STUDIOS LLC,ARIZONA VIRTUAL STUDIOS LLC,,true,false,,8800653148183
8798385012741,0000061519,INDUSTRIA DE TUBERIAS AERONAUT,INDUSTRIA DE TUBERIAS AERONAUT,,true,false,,8798351687703
8801071988741,0000061520,COORDINATING RESEARCH COUNCIL,COORDINATING RESEARCH COUNCIL,,true,false,,8801038794775
8797220569093,0000061521,HAWKER 1000 LLC,HAWKER 1000 LLC,Product/Service Provider,true,false,Standard,8797187309591
8798428856325,0000061522,DO NOT USE HELIMECH LTD,DO NOT USE HELIMECH LTD,Product/Service Provider,true,true,Refer to Network,8798395596823
8796995321861,0000061526,WAHL GROUP INC,WAHL GROUP INC,,true,false,,8796962127895
8796314304517,0000061527,GOLDMAN ANTONETTI AND CORDOVA LLC,GOLDMAN ANTONETTI AND CORDOVA LLC,,true,false,,8796281241623
8801072021509,0000061528,PERFECT PATTERNS INC,PERFECT PATTERNS INC,,true,false,,8801038827543
